geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene6265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6266,0.019380,0.301979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.343193,0.142038,11.779462,0.000000,0.994082,0.000000
gene6267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6272,0.000000,4.904107,0.207221,1.067707,2.223022,0.000000,1.030123,0.636123,0.000000,1.060538,0.000000,0.000000,0.000000,0.488083
gene6273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6275,12.467454,61.263839,27.152431,95.730884,138.933846,102.698168,68.362091,123.599965,160.393747,164.218052,14.934564,166.057032,85.508308,35.481739
gene6276,21.434287,30.762774,9.569090,11.279987,23.018468,28.881572,15.274700,14.423880,13.994077,13.950076,7.420604,4.801942,14.749755,18.710605
gene6277,9.211776,0.481810,1.138638,13.708244,31.967171,7.253606,50.849566,1.650582,0.099920,19.424801,12.401973,0.597700,6.261904,2.383949
gene6278,0.018938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529846,0.000000
gene6279,0.025457,0.000000,2.369615,1.664821,0.622194,6.000381,0.000000,2.168257,1.295645,0.093288,0.000000,11.625400,1.028808,10.268315
gene6280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538930,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.680045
gene6281,0.000000,0.000000,0.520509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6283,3795.300690,0.000000,522.591298,611.928536,1911.247260,0.000000,144.325677,0.000000,206.367411,89.152381,0.000000,0.000000,0.000000,512.879047
gene6284,0.350897,0.056954,0.157029,0.833557,0.000000,0.000000,0.057823,0.040170,0.330717,0.000000,0.153547,8.308766,0.045451,0.041096
gene6285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6286,0.018338,0.053577,0.000000,0.061500,0.000000,0.351194,0.707123,0.151152,4.070312,0.380802,0.000000,0.418719,0.085512,0.283501
gene6287,0.698828,0.000000,0.000000,0.000000,0.014186,0.000000,0.000000,0.000000,0.241245,0.000000,1.312073,1.855381,0.000000,0.308344
gene6288,481.290624,261.249682,181.458140,154.428821,99.090572,293.018415,219.188514,256.950995,154.741050,267.564924,375.478948,400.427971,292.864458,141.299704
gene6289,0.016614,0.000000,4.728663,0.000000,7.715182,0.195801,22.176163,0.205413,0.000000,0.000000,0.000000,7.376329,0.387364,0.000000
gene6290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6291,0.000000,0.220172,13.624715,21.988167,1.052490,0.000000,14.306025,0.047655,15.661600,11.782761,3.957259,0.000000,0.000000,0.000000
gene6292,0.023207,0.000000,35.310223,0.000000,0.850794,22.153424,0.000000,0.478209,0.000000,1.162241,8.195140,0.000000,12.480849,47.683890
gene6293,37.407821,48.936888,1.795483,40.333528,38.420654,14.167865,36.518947,30.044198,16.210213,22.582387,15.387925,59.077731,9.782452,25.650863
gene6294,0.000000,0.000000,0.000000,0.000000,2.831478,1.194660,2.405429,0.000000,0.000000,0.990583,0.000000,4.114821,0.000000,9.117854
gene6295,0.000000,0.000000,0.000000,0.029455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6301,395.328173,303.531984,566.562718,673.181052,949.944880,551.761149,541.704213,787.217358,667.936103,598.843832,341.033710,337.366055,342.916884,560.982431
gene6302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6303,0.255086,15.588141,30.307557,0.106934,18.981661,5.307857,3.657007,22.032765,2.569450,2.453735,14.901467,18.929239,13.678927,20.793000
gene6304,0.000000,0.000000,0.000000,12.636912,0.058214,1.080713,5.802639,0.000000,0.000000,0.203658,15.146162,0.000000,0.000000,0.000000
gene6305,413.201146,305.355340,271.471240,430.036689,461.145457,419.885140,452.647263,596.217759,345.261132,569.233593,284.105432,336.998862,368.540613,238.512417
gene6306,0.000000,0.000000,0.000000,0.000000,0.375860,0.000000,1.508631,0.000000,125.905698,0.000000,37.449065,17.677944,17.234287,27.019970
gene6307,12.501882,14.507611,11.147812,19.279092,14.406191,24.313125,34.652860,12.716163,16.844119,27.200657,27.833134,42.773065,18.735543,35.031738
gene6308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6311,1.168263,14.267101,14.570838,10.047540,2.664455,1.526689,0.829034,3.287377,1.265336,8.987786,10.018021,6.142790,0.644337,16.974661
gene6312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6314,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100569,0.000000,0.000000,0.000000,3.206561,0.000000
gene6315,0.000000,0.000000,0.000000,0.000000,0.000000,0.186434,2.019916,0.024836,0.000000,0.000000,0.000000,0.000000,0.786843,0.000000
gene6316,0.000000,0.359609,8.445940,0.206414,1.790624,6.467637,2.028306,34.663574,2.552343,21.900924,0.000000,0.000000,0.000000,0.288308
gene6317,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6318,2.891750,63.597825,3.289112,52.631411,64.418157,46.415688,46.341469,97.036748,34.664275,49.819368,50.694330,31.943753,60.913366,42.503556
gene6319,0.939186,5.278633,0.912618,0.269972,0.234222,30.477317,0.106122,0.589794,3.224526,14.225128,0.105678,13.274922,7.465836,8.975420
gene6320,1.964575,2.984084,8.438400,0.000000,0.274318,0.000000,0.000000,0.000000,0.000000,0.000000,15.988132,0.000000,3.908204,6.956432
gene6321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.075926
gene6322,124.494670,45.213772,129.027121,95.226380,28.451374,156.129049,107.125272,172.543258,155.664486,124.174358,102.218256,47.727352,125.095424,64.896350
gene6323,0.023303,0.022694,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6325,20.149132,1.319382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.448270,0.000000,0.000000,0.000000,0.000000,0.000000
gene6326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6328,15.211608,170.792327,38.948389,6.342915,96.853463,19.455894,17.181637,18.143099,122.723488,166.358557,12.775100,35.433912,90.078310,100.735581
gene6329,139.251993,267.860056,316.692735,214.013894,275.940847,276.318855,332.166528,330.700724,244.672950,371.987293,199.276310,233.014256,313.345824,206.521218
gene6330,0.000000,0.868041,0.209250,0.000000,4.948767,2.066524,0.072237,2.549321,1.459156,1.427894,0.000000,0.074143,2.521136,0.000000
gene6331,8.109617,7.897577,14.516425,27.196824,42.472161,35.839773,56.126652,89.123916,22.929712,49.529101,0.000000,0.000000,12.605096,11.397312
gene6332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6334,3.173374,9.271131,22.721483,5.321159,0.000000,14.024391,18.825190,39.234243,13.458859,34.885986,16.663424,16.101607,0.000000,0.000000
gene6335,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6336,0.000000,0.000000,0.048227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068352,0.000000,0.000000
gene6337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6339,37.830357,28.353710,14.547673,15.984477,12.451938,18.787169,9.702290,0.534473,22.429984,4.673155,17.564830,2.796680,5.006123,0.182262
gene6340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6343,0.266109,0.011780,0.000000,0.040565,0.000000,0.000000,0.011959,0.000000,0.000000,0.000000,0.015879,0.276185,0.188011,0.033999
gene6344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.668262,0.000000
gene6347,0.000000,0.000000,0.439300,0.000000,13.238633,14.014738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413101,0.000000
gene6348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6349,263.537143,182.412802,215.188117,187.145876,173.640679,146.766301,176.200309,251.245553,139.089803,261.300466,81.204820,288.046469,210.052965,209.521461
gene6350,0.000000,0.000000,0.000000,0.000000,0.155008,0.000000,0.219473,0.000000,0.502110,0.000000,3.817370,0.788423,0.345030,2.183792
gene6351,227.278555,175.631927,226.737193,139.668850,104.490651,124.552846,144.222218,69.933525,66.126332,84.231426,173.150353,102.737691,106.858688,89.046097
gene6352,55.788577,120.148768,93.929160,106.459189,97.888251,68.289465,98.283067,100.662353,141.044005,91.440297,189.179462,218.407963,155.967835,131.914160
gene6353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6354,0.967625,0.000000,20.413724,6.258360,0.603298,2.545439,19.270759,0.094947,20.030930,0.253274,21.049847,4.032989,0.537149,1.359907
gene6355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6358,0.000000,1.430565,0.000000,7.583375,0.000000,0.000000,1.370800,0.000000,3.033443,0.000000,0.325010,6.197351,0.025655,0.092787
gene6359,0.000000,0.000000,0.000000,0.000000,0.000000,0.193251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6360,0.000000,0.000000,0.000000,0.000000,0.111184,2.486268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6361,0.000000,0.470943,42.539669,0.231686,36.904507,6.920426,0.000000,0.000000,4.346185,0.000000,0.136036,7.974602,2.254996,14.563606
gene6362,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6363,707.519506,659.628179,349.047206,623.328425,646.351563,521.209138,573.627083,911.040109,421.501161,660.449455,578.755183,696.508467,640.507718,552.282652
gene6364,3.291688,18.535173,3.061293,6.259620,0.096309,35.921199,15.927132,19.502218,28.311299,18.666108,0.917338,19.501115,0.600246,5.272234
gene6365,126.416695,124.666466,41.117109,45.090128,88.069602,57.412045,37.552134,88.956984,42.751315,55.062220,132.812734,45.943995,42.527559,163.449925
gene6366,0.000000,38.515723,0.000000,5.513569,0.000000,0.000000,84.571551,14.568877,23.700826,28.114679,36.659443,17.741233,0.000000,4.100429
gene6367,0.000000,0.000000,0.066691,11.260867,2.536623,0.096048,0.322320,0.000000,3.976710,0.568864,3.252464,22.968632,1.505664,0.026181
gene6368,0.027220,0.053017,3.085918,0.015215,0.158400,3.916370,2.413207,10.594842,8.106953,0.221662,1.226851,2.877412,9.336334,5.126247
gene6369,0.000000,0.000000,0.000000,0.765245,0.000000,0.000000,0.000000,0.000000,0.000000,0.442111,0.495801,0.079848,0.000000,0.000000
gene6370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6372,2.580544,4.129697,9.984845,7.559255,11.331106,18.022310,9.318873,14.417689,11.467355,11.772319,6.558315,7.924041,7.190510,12.980932
gene6373,0.000000,0.000000,0.261819,0.000000,0.000000,0.000000,25.994530,0.000000,0.000000,0.133997,0.000000,0.000000,2.273464,0.000000
gene6374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6375,13.746512,25.950665,1.648733,26.735273,32.547211,14.363992,24.251260,36.301141,21.462940,47.136722,12.061255,8.782936,16.412136,25.130634
gene6376,0.000000,0.000000,45.556752,18.653584,55.134866,22.143385,26.128850,57.773173,37.974674,20.282996,50.506670,67.045517,49.089591,19.905046
gene6377,0.000000,0.000000,0.387926,3.556076,9.971734,2.120749,5.586315,0.000000,0.984789,0.605065,0.609630,0.196360,0.000000,0.000000
gene6378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6380,1.274153,7.939558,18.469839,2.136268,6.671308,12.761622,5.541720,7.349811,29.897155,30.030739,10.368977,12.604167,12.079158,2.864392
gene6381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6382,967.846643,578.081032,487.961014,503.637757,267.627637,455.940471,340.914698,523.989452,269.264727,521.836624,275.793309,313.276137,473.758627,500.027644
gene6383,0.000000,0.537455,4.445498,2.776256,0.378500,4.006958,9.763355,0.081230,2.953698,0.024076,1.190235,14.301361,2.052642,19.584469
gene6384,48.735435,35.624104,12.179931,11.702241,7.005374,35.811300,15.697592,21.570869,24.994350,23.087308,18.246544,0.000000,0.000000,33.592598
gene6385,113.215789,13.867630,10.370413,63.916572,91.025278,112.624095,98.715337,90.297470,88.027643,76.520257,46.058508,16.758417,93.921061,20.926074
gene6386,36.977345,66.521230,55.118556,17.135803,50.093364,111.401745,42.914821,7.130078,19.579812,17.968443,18.569520,65.156327,65.166587,128.314252
gene6387,12.639772,129.084031,17.353306,14.677669,0.492935,0.138653,35.509709,96.827667,50.428437,25.522839,13.591329,8.798862,85.893334,77.013195
gene6388,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6391,137.045956,150.932223,210.900136,159.505122,115.739927,155.631082,91.753095,94.959058,122.609872,155.606541,123.072949,160.459037,120.971363,235.043435
gene6392,0.000000,0.000000,0.000000,0.000000,0.535363,0.000000,0.000000,0.000000,0.000000,0.028815,2.229652,0.000000,0.000000,0.000000
gene6393,47.504443,44.213325,2.669208,5.090141,7.437678,6.943100,1.079418,6.657491,14.116794,44.072174,17.932307,44.045680,15.272461,1.384645
gene6394,0.011780,5.322874,3.394841,0.000000,1.850796,4.841563,0.815273,0.032364,2.114995,3.338200,9.958787,1.225291,0.439436,0.115887
gene6395,1.724682,1.144067,21.163158,0.000000,1.658160,10.788754,0.024713,34.783509,6.077944,40.118573,34.289268,33.989518,12.043911,13.594808
gene6396,0.000000,0.000000,0.000000,0.000000,0.000000,0.720431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6397,23.585986,4.702374,0.249328,0.000000,4.376902,11.764200,5.508614,17.093423,24.614434,18.828620,0.000000,0.000000,0.000000,3.849855
gene6398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6399,3.487842,1.526899,4.753985,7.136158,0.670322,8.673317,10.693210,1.318700,8.142625,4.455694,12.223613,9.984970,12.036096,7.509971
gene6400,0.000000,0.000000,14.754888,5.117491,19.670232,0.000000,0.000000,0.000000,0.019261,0.000000,1.412961,0.000000,0.000000,0.000000
gene6401,0.000000,5.662324,9.605468,5.304341,13.705283,6.074992,6.432498,0.017593,9.125255,0.907326,5.985197,1.559577,4.498842,2.087877
gene6402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.400695,1.351552,25.768933,16.115021,0.000000,17.969486
gene6406,0.000000,3.439267,6.321669,1.973963,0.000000,3.468365,0.000000,3.234336,0.000000,4.313825,1.545372,5.973122,3.659544,11.581140
gene6407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6408,7.049921,3.324036,12.904938,19.149639,7.239587,13.956923,10.471215,16.827662,32.290198,27.431602,15.955025,19.423178,20.477939,12.418521
gene6409,73.306242,30.454080,58.962997,44.484215,24.257778,22.777435,46.621996,27.118475,55.508634,18.868735,32.102860,85.776015,77.081332,104.614430
gene6410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6412,1.197904,0.000000,0.689232,0.000000,2.315305,0.000000,2.326469,0.000000,0.000000,0.000000,0.000000,0.000000,20.481435,0.000000
gene6413,0.000000,0.000000,0.205757,0.000000,0.000000,2.540148,1.477443,0.000000,0.000000,0.000000,0.000000,0.000000,0.178680,5.007852
gene6414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6415,65.873460,24.997841,73.627801,0.370417,109.754030,43.150915,37.610294,19.543063,38.912501,2.914182,140.471713,45.731263,109.119551,25.643953
gene6416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022445
gene6417,0.887611,10.327342,5.993020,2.219498,0.217481,0.160579,5.558094,0.000000,10.743258,0.019021,10.343805,4.345711,6.317340,4.464576
gene6418,0.000000,0.345145,0.198252,6.574301,0.038670,8.484098,0.021901,17.070844,5.104395,1.623415,1.628393,8.654245,1.721491,0.031131
gene6419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.937517,0.000000,0.000000,0.000000,0.031235,0.000000
gene6420,41.236961,17.038999,25.908396,106.699027,99.105990,61.397822,35.579683,50.223132,57.112868,62.579151,13.931707,64.539688,14.266469,19.783364
gene6421,4.330475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6423,51.385541,32.159786,67.497926,50.040432,17.820134,61.725632,54.093538,171.291649,55.516432,74.175912,51.664654,22.742353,57.397137,49.377817
gene6424,0.000000,0.000000,0.000000,0.035037,0.000000,0.000000,0.020659,0.000000,0.000000,0.025523,0.054860,0.000000,0.000000,0.000000
gene6425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.161772,0.000000,0.000000,0.000000,0.148701,0.000000,0.000000,0.000000
gene6428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.183766,0.000000
gene6429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6430,174.807300,45.825448,71.686050,77.057668,105.743447,0.442466,30.983496,119.657111,27.459038,103.216201,112.636213,76.962320,120.915555,36.302550
gene6431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.630955
gene6433,3.819600,55.034068,78.668779,78.863937,55.835095,87.452676,37.082420,42.546000,76.314315,44.519985,121.306877,151.776068,118.238388,59.501737
gene6434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6435,0.351562,0.000000,11.115234,26.328228,2.863408,15.707294,26.527228,0.000000,27.000489,1.717335,7.998545,0.000000,18.030365,14.160433
gene6436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6437,2390.853019,1857.624833,1688.915574,1888.196903,1704.459181,1476.303562,1644.970447,2029.909804,1336.698369,2163.748445,1682.846445,1044.787508,1629.227029,1869.047665
gene6438,55.830844,37.886667,60.095481,33.782941,40.577911,24.469200,27.208940,65.771325,2.189047,23.040346,19.171854,18.793446,23.629999,37.464406
gene6439,46.367497,19.057379,34.003431,24.093337,0.461656,17.465706,0.610078,15.318326,11.714296,13.512949,13.654811,5.926300,45.009340,27.068790
gene6440,77.400969,206.078630,56.094350,91.995942,23.365313,22.898168,69.154593,43.721220,28.950905,160.926489,62.025920,37.086070,98.287352,85.295976
gene6441,0.000000,0.000000,0.000000,0.144493,0.000000,0.000000,0.000000,1.006195,0.000000,0.368398,0.000000,0.000000,2.879677,0.000000
gene6442,141.728256,233.040251,200.961774,125.997795,104.300130,151.945727,78.928111,159.361244,110.886670,200.592883,91.904057,85.993262,231.027855,127.240317
gene6443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6445,0.000000,0.000000,0.000000,0.000000,0.000000,0.218535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6446,0.016550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.630445,0.000000
gene6447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.136806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
