geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene6941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6943,0.087357,0.090947,0.000000,0.154525,0.000000,0.073651,0.063635
gene6944,0.000000,0.000000,0.120120,0.000000,0.000000,0.000000,0.000000
gene6945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6949,4.730606,2.339131,5.922104,26.147610,0.000000,12.762484,3.273421
gene6950,37.069379,73.964700,86.825535,71.343690,113.560664,89.819945,126.184300
gene6951,1.991917,0.182982,69.895279,8.083343,0.623953,49.591404,33.245432
gene6952,0.000000,0.000000,0.000000,1.062095,0.000000,0.000000,0.000000
gene6953,16.463294,5.788307,8.944440,1.702992,25.909583,20.454923,40.395460
gene6954,21.121410,22.625359,36.764683,12.360798,10.349877,4.027494,1.035318
gene6955,8.748281,55.106677,35.555566,0.989966,59.869468,0.298007,33.536939
gene6956,0.000000,2.092607,4.512672,2.041102,0.091482,0.000000,2.060700
gene6957,40.995917,5.413141,34.434775,113.551155,118.614335,135.894179,114.209028
gene6958,0.000000,0.000000,0.000000,3.220871,0.000000,0.877226,0.000000
gene6959,0.000000,0.000000,0.029295,0.000000,0.000000,0.056227,0.000000
gene6960,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6961,20.392098,1.760564,1.718679,4.183921,0.027165,12.524063,0.024154
gene6962,0.000000,0.000000,0.066084,39.474448,0.000000,0.000000,1.479480
gene6963,3.049698,0.414138,6.639871,1.407293,6.409101,2.012250,29.846247
gene6964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6965,6.073683,0.027139,2.358789,0.000000,0.021356,0.857119,0.000000
gene6966,103.755432,76.593815,112.001263,85.161460,143.323720,104.911720,163.249798
gene6967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6968,5.450211,7.452742,2.322618,0.023982,0.000000,2.331835,0.592572
gene6969,39.669484,37.812285,22.686092,65.266036,17.678963,28.926400,34.835392
gene6970,1.317504,5.470389,34.022191,14.412296,16.575863,11.692478,5.960396
gene6971,16.439320,13.569054,1.835221,0.080330,6.659515,6.240836,11.479025
gene6972,20.969821,63.221008,55.377353,0.036799,63.451515,40.095018,60.329145
gene6973,0.055091,1.903827,1.984356,0.032483,5.562678,27.659073,0.582791
gene6974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6975,26.918973,82.851345,115.402355,90.203551,132.802143,48.243346,58.399100
gene6976,0.000000,0.000000,4.575604,0.000000,0.000000,0.000000,0.000000
gene6977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6978,48.255360,32.116522,0.059044,0.475538,20.041889,30.031530,21.296715
gene6979,0.024097,0.000000,0.000000,0.298371,0.000000,2.544979,0.000000
gene6980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6981,0.044415,0.000000,0.039020,2.789100,0.018194,0.018723,0.000000
gene6982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6986,0.000000,0.250573,16.598361,33.420548,0.000000,9.740055,0.000000
gene6987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6989,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6990,29.737241,10.056224,3.623177,9.470976,18.701411,65.210425,37.684885
gene6991,195.303705,195.572300,274.301196,157.451303,176.673407,258.849405,424.847617
gene6992,0.000000,0.000000,0.000000,0.079915,0.055518,0.000000,0.098730
gene6993,2.132811,10.955467,15.568533,6.833462,10.792171,4.482224,17.238717
gene6994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6995,0.000000,0.000000,0.000000,0.035339,0.000000,0.000000,0.392934
gene6996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.328995
gene6997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6998,3.703041,0.000000,0.201021,3.255491,0.000000,0.028127,0.583242
gene6999,1.296225,9.550358,0.000000,0.000000,39.373140,0.084065,13.074096
gene7000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7002,10.722615,1.687832,10.494565,14.523128,1.398063,13.692284,3.832952
gene7003,3.825286,3.583751,0.000000,7.667909,3.446877,4.192496,9.473134
gene7004,0.000000,0.000000,0.000000,0.012960,0.000000,0.000000,0.000000
gene7005,0.858707,21.243199,16.381219,24.134692,27.570259,19.512925,4.497840
gene7006,300.424549,638.180260,268.739513,422.779152,500.344519,396.120583,381.955580
gene7007,0.000000,0.453250,0.000000,0.000000,0.000000,0.000000,0.000000
gene7008,8.066991,23.833844,11.620259,56.050471,47.988784,12.132051,42.564440
gene7009,0.000000,0.469924,21.115423,0.000000,0.316958,0.054364,0.000000
gene7010,23.768845,191.089279,131.093408,111.436777,126.488275,16.422116,92.972498
gene7011,0.965356,0.446684,3.251023,11.162789,0.043937,5.516395,1.640842
gene7012,4.040849,2.353394,26.449261,6.659569,10.332143,21.402735,14.362133
gene7013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7014,14.292022,58.577377,83.129031,66.835381,23.753916,52.907619,32.549595
gene7015,9.542182,0.000000,0.000000,0.000000,0.000000,0.426631,0.000000
gene7016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7017,0.000000,0.315053,4.101762,11.241191,8.464569,0.102331,5.416535
gene7018,173.669230,128.813945,251.101526,116.815221,121.637478,144.618991,188.839713
gene7019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7020,51.334795,5.627947,0.034665,0.000000,0.000000,3.925518,0.000000
gene7021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.789770
gene7023,4.867655,0.187693,2.579397,3.766087,10.528647,0.651417,1.969914
gene7024,25.207640,37.140227,44.842540,7.999152,48.298759,38.480145,11.315965
gene7025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7027,133.308732,126.378891,51.833418,74.254856,86.645430,21.040065,69.869913
gene7028,34.897559,85.831810,32.245970,51.734734,30.324928,85.533985,27.690347
gene7029,5.443001,17.678067,13.806604,17.425155,8.635523,12.312670,0.000000
gene7030,1546.584788,1213.655412,1333.447401,1346.401393,1637.475500,1387.993888,1423.989601
gene7031,0.000000,0.000000,0.388557,0.000000,0.000000,0.000000,0.000000
gene7032,0.000000,0.000000,0.060101,0.000000,0.000000,0.000000,0.000000
gene7033,12.587991,0.000000,2.085844,0.052828,31.672112,6.949417,0.000000
gene7034,0.170852,8.508288,1.150751,0.050370,0.046657,0.000000,0.082971
gene7035,0.000000,0.000000,0.000000,8.326481,0.000000,0.113641,0.000000
gene7036,3.063472,6.346904,0.403702,0.054190,0.000000,16.530056,7.230381
gene7037,40.216469,19.884398,25.107080,14.803343,29.525715,3.719045,13.707862
gene7038,62.542318,154.295407,109.214720,149.506822,99.791999,118.856109,69.997913
gene7039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7040,0.000000,0.000000,0.000000,0.011509,0.000000,0.000000,0.000000
gene7041,1.941186,13.799505,0.133233,7.797521,16.424976,18.616541,29.540704
gene7042,47.315896,58.742199,39.272270,49.066685,20.728105,26.319874,36.803324
gene7043,0.000000,0.000000,0.982659,0.000000,0.000000,0.000000,0.203699
gene7044,58.020400,7.582481,59.969742,40.309390,23.549195,18.868505,3.923331
gene7045,0.000000,0.000000,2.384381,0.000000,0.024705,0.101699,0.000000
gene7046,5.656965,2.451467,5.020259,20.453475,0.000000,0.024210,0.062754
gene7047,0.000000,1.208269,4.541895,27.870172,0.000000,0.444769,2.843692
gene7048,0.000000,0.000000,0.048656,0.000000,0.000000,0.000000,0.000000
gene7049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7050,1.338214,0.000000,3.277594,1.880984,5.559171,0.136758,0.413563
gene7051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054863
gene7053,131.536317,86.874969,93.979619,99.739410,124.185178,96.315393,114.042631
gene7054,0.000000,0.094243,15.110195,6.298285,0.000000,2.976497,0.000000
gene7055,197.870479,285.987029,187.807147,38.783926,105.124109,130.232142,70.497779
gene7056,3.958547,9.536002,13.668024,10.313102,0.037709,8.654027,6.873506
gene7057,5.137631,0.000000,46.102737,31.266957,17.286967,15.160425,68.167488
gene7058,0.000000,0.000000,2.136390,0.000000,0.000000,0.000000,0.000000
gene7059,0.904983,20.883344,2.351992,1.378404,0.556022,9.282912,0.164799
gene7060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7061,0.000000,0.064061,8.378831,0.979586,0.151228,9.441646,0.000000
gene7062,13.476321,19.715004,32.260974,1.329253,0.000000,10.770545,0.000000
gene7063,21.847828,23.014181,0.000000,12.958190,13.463674,0.000000,0.000000
gene7064,0.000000,0.000000,0.127849,0.021452,0.000000,0.030673,8.480655
gene7065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7066,0.000000,0.000000,0.000000,0.000000,0.000000,0.131738,0.000000
gene7067,0.000000,0.000000,0.948827,0.000000,27.338626,0.000000,0.000000
gene7068,74.478986,66.235292,87.990760,46.438821,75.564616,131.510759,139.824066
gene7069,10.976952,6.786114,24.591965,20.961557,8.976472,14.665910,16.210872
gene7070,0.023509,0.342649,0.185877,3.146555,3.362715,0.515324,0.736372
gene7071,87.025636,145.971337,142.304201,118.389555,171.353028,103.396864,43.045441
gene7072,10.558545,5.920593,8.245295,3.622821,3.583806,19.849083,1.042894
gene7073,1.710281,0.000000,0.044192,2.906682,0.000000,4.241007,0.000000
gene7074,55.150510,166.396837,62.729469,32.720642,61.050087,67.703316,58.717339
gene7075,240.047944,86.970315,95.116832,135.125385,146.700829,57.632530,100.789359
gene7076,16.285726,82.769702,29.858737,56.121953,49.056803,96.197651,68.008558
gene7077,15.031995,149.775375,24.867895,45.233955,35.662491,77.849564,18.627773
gene7078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7081,44.580590,8.007960,42.923903,35.222711,39.132647,37.777857,61.584538
gene7082,11.602801,8.315167,29.742357,16.213209,53.452648,52.831398,25.066871
gene7083,5.590550,13.323690,1.775226,0.000000,9.711917,2.555461,0.000000
gene7084,0.044585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7085,59.710976,11.253308,0.000000,0.000000,0.000000,0.000000,1.460474
gene7086,0.402468,0.046554,0.471433,1.081026,0.036634,0.075404,1.889292
gene7087,1.391500,3.380297,0.000000,9.064310,9.445593,0.055866,0.000000
gene7088,0.085991,0.000000,0.434385,3.016824,1.831638,6.524898,7.563790
gene7089,0.000000,0.465401,9.643576,0.117147,0.040692,0.293136,0.000000
gene7090,0.000000,0.000000,0.000000,0.000000,0.000000,0.036720,0.000000
gene7091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7093,146.387244,48.421719,84.441293,36.358593,2.038815,50.729270,65.544929
gene7094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7096,0.000000,0.087602,0.000000,0.000000,0.000000,0.000000,0.000000
gene7097,0.000000,2.902654,0.000000,0.000000,0.000000,26.343056,4.972365
gene7098,11.063648,3.437660,45.961485,8.925554,0.456706,7.628536,29.988247
gene7099,363.017231,584.418740,477.813144,483.094358,644.617479,382.957719,617.469789
gene7100,0.000000,0.000000,0.000000,0.000000,0.000000,0.141541,0.000000
gene7101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7105,0.193351,1.811628,0.849317,4.674140,3.326374,1.141093,2.535185
gene7106,0.000000,0.020888,0.176276,0.000000,0.000000,0.000000,0.029231
gene7107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7109,0.000000,0.000000,0.000000,2.872539,0.000000,0.000000,0.000000
gene7110,0.000000,0.000000,0.000000,0.000000,0.000000,14.342160,3.703581
gene7111,14.570953,61.108450,25.375826,25.167434,0.000000,80.003184,47.760204
gene7112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7113,0.000000,0.000000,0.000000,0.000000,0.035834,0.000000,0.000000
gene7114,0.000000,0.000000,0.000000,0.000000,0.000000,1.045537,0.000000
gene7115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7116,0.000000,0.000000,0.000000,11.184080,0.000000,0.000000,0.000000
gene7117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7118,18.981015,18.545168,41.905149,24.220335,32.588932,16.057654,18.870320
gene7119,0.000000,0.000000,0.000000,0.000000,0.038041,0.000000,0.000000
gene7120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7121,15.215071,0.000000,0.000000,0.000000,0.000000,23.763095,0.000000
gene7122,0.049974,0.156084,3.380559,6.423642,0.000000,0.042133,0.000000
gene7123,40.061948,16.301222,12.304978,11.540362,7.265588,24.391079,16.306834
gene7124,0.000000,0.000000,0.021459,0.000000,0.000000,0.000000,0.000000
gene7125,37.338549,3.126987,6.582816,10.066632,61.567683,25.162857,9.488706
gene7126,50.573542,70.059465,42.941565,59.306754,59.634188,90.833416,51.927837
gene7127,91.711654,136.559917,24.854703,72.237070,165.018041,96.784986,142.936716
gene7128,0.142328,0.296327,0.375109,27.691948,0.582968,0.959955,1.036710
gene7129,0.000000,0.000000,0.000000,0.000000,0.000000,0.065891,0.000000
gene7130,62.562305,64.983908,27.228096,49.383521,78.888838,38.526779,7.665635
gene7131,0.511564,17.220500,5.093471,0.000000,0.019957,0.000000,0.000000
gene7132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7134,16.765404,0.201397,9.630398,5.170814,0.000000,0.000000,1.737965
gene7135,0.000000,0.397999,23.749248,0.000000,0.000000,0.000000,0.000000
gene7136,26.388030,2.238747,9.418785,5.778113,14.043097,19.865030,61.918993
gene7137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7138,18.134461,19.700760,5.079653,48.039687,7.464208,34.049887,5.934984
gene7139,0.000000,0.000000,17.569635,2.919315,0.000000,0.000000,0.000000
gene7140,0.366205,0.000000,0.000000,0.000000,0.000000,0.061750,0.106705
gene7141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7142,53.847253,93.050512,82.246070,91.082478,125.695611,65.558709,33.583268
gene7143,0.000000,0.000000,0.000000,0.000000,0.000000,15.360560,0.000000
gene7144,0.000000,0.025606,0.000000,0.014502,14.487562,0.020736,0.143332
gene7145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7146,4.100787,4.553977,4.883603,19.128794,25.308737,0.000000,0.000000
gene7147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7148,21.227299,1.417912,25.992775,0.110764,4.693882,8.512854,17.378899
gene7149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7150,9.272194,0.301667,0.095460,0.000000,0.000000,0.000000,7.783355
gene7151,0.000000,1.832250,0.000000,0.051035,0.000000,0.000000,0.000000
gene7152,35.017417,38.635237,26.350900,26.894327,47.027268,33.440887,73.921548
gene7153,285.308305,175.282068,86.470820,104.235334,131.457988,141.400194,76.133419
gene7154,0.714889,35.129072,5.778035,38.779534,39.473749,11.813347,0.104151
gene7155,239.783911,142.594624,283.460029,334.346947,123.837544,368.097364,354.932684
gene7156,6.650250,19.951883,2.135945,0.000000,0.000000,0.000000,0.000000
gene7157,1009.280935,1297.800304,956.009151,871.080197,1194.757716,1372.061422,1166.650664
gene7158,0.000000,0.000000,0.000000,0.000000,0.025085,0.000000,0.000000
gene7159,0.000000,18.202355,7.679951,2.061795,45.835157,47.169694,14.009660
gene7160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7161,20.923635,22.787716,17.714505,11.699755,8.810246,6.775436,0.723778
gene7162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7164,80.282616,72.899201,118.920892,120.034128,119.550796,74.938608,103.333230
gene7165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7168,0.000000,0.000000,0.049525,0.000000,0.000000,0.000000,0.000000
gene7169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7170,0.000000,0.000000,0.148754,0.000000,1.331680,0.285511,0.000000
gene7171,0.000000,0.000000,0.586663,0.000000,0.000000,0.102365,0.044222
gene7172,1.449866,0.266376,14.011229,10.459840,12.506849,25.885808,15.904537
gene7173,0.191080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7176,3.607985,11.157310,11.329385,7.919798,0.000000,0.000000,0.000000
gene7177,0.000000,0.000000,22.904130,0.000000,0.000000,0.000000,0.000000
gene7178,1.868484,0.000000,3.283033,0.000000,0.000000,22.448364,0.000000
gene7179,0.000000,0.352933,0.045818,6.698597,0.000000,5.452382,2.469447
gene7180,8.670110,45.540493,7.832106,2.209509,14.145769,13.215444,22.997283
gene7181,0.000000,0.000000,0.000000,0.022335,0.031032,0.000000,0.000000
gene7182,27.313406,72.677545,52.947479,50.187298,17.457439,20.092144,11.412377
gene7183,0.000000,0.053157,0.000000,0.000000,0.000000,0.000000,0.000000
gene7184,110.183562,12.134903,108.319317,104.700548,108.022964,69.556875,138.371929
gene7185,0.000000,0.046199,1.793300,0.758785,3.744478,0.074826,0.032325
gene7186,0.000000,0.000000,0.000000,0.000000,0.000000,0.038004,0.000000
gene7187,0.000000,0.057877,0.000000,0.000000,0.000000,0.000000,0.242975
gene7188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7190,14.699067,0.000000,2.339411,0.062805,17.190678,33.945554,41.588928
gene7191,3.980593,16.649575,0.000000,0.000000,0.000000,0.000000,3.103166
gene7192,0.011097,0.103976,0.000000,2.519068,8.054642,0.000000,0.000000
gene7193,13.731637,2.139955,7.398694,10.672088,21.259703,21.734287,22.709215
gene7194,16.901084,42.676425,6.131298,27.268678,18.943808,23.642574,3.981384
gene7195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7196,1.720452,0.442265,0.000000,0.012524,0.052203,0.000000,0.139252
gene7197,62.502440,70.900173,29.788530,76.437333,68.375577,95.861159,85.566728
gene7198,0.000000,0.000000,0.067878,0.045557,0.063298,0.195424,0.056283
gene7199,0.000000,0.936886,0.000000,0.156062,0.086734,0.000000,3.316222
gene7200,23.700271,9.988888,40.956713,20.409117,35.833374,27.441931,25.378405
gene7201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7202,0.000000,0.000000,0.000000,0.000000,0.016362,0.000000,0.000000
gene7203,11.054024,60.643799,105.534498,74.955096,82.326822,81.850379,121.044974
gene7204,0.000000,5.938662,2.373792,5.192610,0.081985,20.394666,7.435709
gene7205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7207,0.000000,0.000000,0.000000,0.000000,0.000000,0.825275,0.000000
gene7208,86.191478,26.613884,48.493619,92.304940,17.421286,28.228029,123.429806
gene7209,0.023792,0.000000,0.000000,0.000000,0.000000,0.000000,0.017331
gene7210,9.916651,17.344202,14.952094,44.811943,12.153589,24.083931,19.794688
gene7211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7212,0.616694,22.072147,4.137253,3.437900,27.419997,0.000000,18.051010
gene7213,0.000000,23.453584,1.045186,0.000000,0.000000,0.000000,0.000000
gene7214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7220,2.408206,0.000000,0.189868,0.118330,0.000000,0.000000,5.892527
gene7221,0.000000,0.000000,0.000000,4.697618,0.000000,0.000000,0.000000
gene7222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7223,107.174293,79.256681,117.820861,93.574942,118.660933,104.017396,205.046512
gene7224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7227,6.107610,5.895759,1.089587,0.234564,0.000000,3.294787,0.017046
gene7228,17.149057,14.109002,0.073492,0.024663,4.351873,0.317380,5.149266
gene7229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7230,0.561979,0.130017,3.620570,3.129520,2.029167,0.000000,1.076503
gene7231,22.622245,0.000000,1.639629,17.874017,0.000000,41.674197,0.000000
gene7232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7233,0.000000,0.000000,11.086707,5.952778,0.445980,10.472750,9.192826
gene7234,0.178439,16.184274,7.758241,6.190583,0.068902,3.852697,0.153165
gene7235,1054.279725,1376.632781,1356.153821,1270.973738,822.759849,2645.110312,2426.373501
gene7236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067694
gene7237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7239,2.276851,3.803016,4.365826,1.832818,2.773633,0.066769,0.028845
gene7240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7243,0.000000,0.000000,0.000000,0.000000,0.000000,4.662647,0.000000
gene7244,149.544335,130.876296,49.028005,58.649199,79.986213,2.125507,49.501277
gene7245,2.933211,9.266653,0.000000,2.027716,0.000000,26.520772,28.366668
gene7246,0.098421,0.000000,18.590019,0.000000,42.492499,0.082979,0.000000
gene7247,42.343006,1.187363,1.377740,18.072832,2.219093,3.545859,7.736817
gene7248,26.956495,24.328896,12.859543,9.226583,8.723264,6.279709,35.215588
gene7249,42.538774,12.573278,57.596596,9.536967,10.335659,20.955052,2.808111
gene7250,52.828980,48.531268,14.789513,13.957888,12.227495,27.771720,22.225090
gene7251,0.000000,0.000000,0.000000,0.078331,0.000000,3.724134,0.000000
gene7252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7254,6.620373,8.834766,8.078836,11.039089,22.425283,3.368477,17.390328
gene7255,0.000000,0.000000,0.000000,0.177196,0.000000,0.000000,0.013682
gene7256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7258,35.681170,7.180457,53.605091,29.711669,18.392379,31.506929,55.213984
gene7259,0.026207,10.531641,0.000000,0.000000,0.085880,0.000000,0.000000
gene7260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7261,0.000000,0.066294,0.000000,0.000000,0.000000,16.964727,0.000000
gene7262,40.766867,50.727356,0.523390,2.283317,103.436891,63.933716,21.327135
gene7263,11.719396,15.899403,19.418027,12.710398,0.000000,11.339713,16.056718
gene7264,0.000000,0.039818,1.276792,0.000000,0.031333,0.000000,0.000000
gene7265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7267,0.000000,0.000000,0.000000,0.000000,0.000000,0.037521,0.000000
gene7268,4.282983,0.150789,5.144204,0.000000,0.000000,0.000000,0.000000
gene7269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7271,32.867256,17.793513,10.114936,0.234905,4.438789,44.907753,23.274808
gene7272,0.284712,0.021173,0.000000,0.035973,0.000000,3.686356,0.044443
gene7273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7274,10.377869,2.808208,0.481969,9.437847,0.037454,3.815909,0.599456
gene7275,58.201204,21.000124,45.715623,17.800167,24.917563,5.464915,34.241120
gene7276,0.000000,0.107661,0.090849,7.682736,0.042359,4.184891,8.286238
gene7277,0.000000,0.000000,1.437139,0.000000,1.389804,0.153243,11.166115
gene7278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7279,21.110227,29.211216,64.147826,81.262032,12.937356,101.212530,44.624897
gene7280,124.273455,81.894584,66.948891,59.141393,52.044323,34.307290,42.955715
gene7281,0.000000,0.000000,2.327000,0.000000,0.000000,0.000000,0.000000
gene7282,0.663752,0.000000,0.000000,1.716844,0.167316,0.000000,0.000000
gene7283,132.543239,70.534290,32.574538,113.136388,140.716529,258.300891,37.392893
gene7284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7287,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene7288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
